"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","minstay","latitude","longitude","last_modified"
"1",6910758,30920210,"Shared room",NA,"South of Market",125,5,2,1,99,NA,37.775244,-122.407506,"2017-01-14 13:48:59.706682"
"2",259622,329072,"Shared room",NA,"Financial District",117,4.5,4,1,45,NA,37.79441,-122.404725,"2017-01-14 13:48:52.887946"
"3",229240,329072,"Shared room",NA,"Financial District",194,4.5,4,1,45,NA,37.793414,-122.403399,"2017-01-14 13:48:52.880973"
"4",70753,329072,"Shared room",NA,"Financial District",206,4.5,4,1,45,NA,37.79447,-122.404505,"2017-01-14 13:48:52.870603"
"5",4518031,22931450,"Shared room",NA,"North Beach",138,4.5,4,1,56,NA,37.799382,-122.405487,"2017-01-14 13:48:52.862005"
"6",4519780,22931450,"Shared room",NA,"North Beach",101,4.5,4,1,56,NA,37.798829,-122.404739,"2017-01-14 13:48:52.851432"
"7",72444,329072,"Shared room",NA,"Financial District",184,4.5,4,1,45,NA,37.793088,-122.404431,"2017-01-14 13:48:51.449214"
"8",5253439,23278,"Shared room",NA,"Mission",101,5,1,1,49,NA,37.757834,-122.413087,"2017-01-14 13:48:51.420609"
"9",5196399,23278,"Shared room",NA,"Mission",101,5,1,1,49,NA,37.756869,-122.414603,"2017-01-14 13:48:51.403697"
"10",241235,329072,"Shared room",NA,"Financial District",178,4.5,4,1,45,NA,37.792708,-122.403826,"2017-01-14 13:48:51.400252"
"11",1408281,1753794,"Shared room",NA,"Castro/Upper Market",206,5,1,1,40,NA,37.764332,-122.436643,"2017-01-14 13:48:43.332284"
"12",4526608,746254,"Entire home/apt",NA,"Bayview",126,4.5,3,1,105,NA,37.734297,-122.38795,"2017-01-14 12:42:24.620507"
"13",3759246,19246456,"Entire home/apt",NA,"Outer Sunset",116,4.5,2,0,99,NA,37.755747,-122.479168,"2017-01-14 12:42:01.613094"
"14",606555,3004643,"Entire home/apt",NA,"South of Market",104,5,12,1,900,NA,37.780743,-122.403371,"2017-01-14 12:41:22.677633"
"15",2887744,14757827,"Entire home/apt",NA,"Western Addition",108,5,8,4,750,NA,37.777108,-122.442951,"2017-01-14 12:41:18.518878"
"16",3789600,17249115,"Entire home/apt",NA,"Nob Hill",126,5,8,3,550,NA,37.794569,-122.41349,"2017-01-14 12:38:51.105174"
"17",1724819,9091173,"Entire home/apt",NA,"Twin Peaks",145,5,4,2,333,NA,37.758598,-122.45049,"2017-01-14 12:13:30.664765"
"18",128230,634277,"Entire home/apt",NA,"Castro/Upper Market",114,5,3,1,348,NA,37.758868,-122.435648,"2017-01-14 12:11:34.528294"
"19",60365,279544,"Entire home/apt",NA,"Western Addition",193,5,6,3,365,NA,37.769656,-122.434962,"2017-01-14 12:11:34.522521"
"20",3863281,19937219,"Entire home/apt",NA,"Mission",121,5,5,2,400,NA,37.757266,-122.418732,"2017-01-14 12:10:06.686540"
"21",1914873,9932011,"Entire home/apt",NA,"Western Addition",117,5,6,2,365,NA,37.769742,-122.429703,"2017-01-14 12:10:05.532651"
"22",7278586,1867997,"Entire home/apt",NA,"Western Addition",105,5,5,1,345,NA,37.777592,-122.433548,"2017-01-14 12:09:59.733123"
"23",6107359,640797,"Entire home/apt",NA,"Mission",111,5,6,2,319,NA,37.755873,-122.409057,"2017-01-14 12:09:58.877151"
"24",1584021,339788,"Entire home/apt",NA,"Mission",105,5,4,2,395,NA,37.766626,-122.420195,"2017-01-14 12:09:52.158316"
"25",1276744,3969198,"Entire home/apt",NA,"South of Market",127,4.5,4,2,358,NA,37.780228,-122.406797,"2017-01-14 12:09:34.784664"
"26",3199784,16215823,"Entire home/apt",NA,"South of Market",132,4.5,6,2,322,NA,37.779612,-122.391949,"2017-01-14 12:09:29.283473"
"27",734839,3832802,"Entire home/apt",NA,"North Beach",155,5,6,2,330,NA,37.801526,-122.4094,"2017-01-14 12:09:17.629270"
"28",536929,2607120,"Entire home/apt",NA,"Outer Mission",223,5,8,3,245,NA,37.721951,-122.443793,"2017-01-14 11:52:49.360778"
"29",1767543,9286454,"Entire home/apt",NA,"Western Addition",151,4.5,7,2,350,NA,37.779763,-122.442756,"2017-01-14 12:09:15.068044"
"30",57479,210882,"Entire home/apt",NA,"Haight Ashbury",117,5,5,2,400,NA,37.774595,-122.439229,"2017-01-14 12:09:11.184546"
"31",5858,8904,"Entire home/apt",NA,"Bernal Heights",111,5,4,2,227,NA,37.745112,-122.421018,"2017-01-14 11:52:39.625260"
"32",183859,882283,"Entire home/apt",NA,"Glen Park",128,5,4,2,224,NA,37.736257,-122.43677,"2017-01-14 11:50:54.013012"
"33",3689368,15698216,"Entire home/apt",NA,"Bayview",158,4.5,6,2,224,NA,37.728375,-122.397801,"2017-01-14 11:40:18.076547"
"34",7615490,36128883,"Entire home/apt",NA,"West of Twin Peaks",118,5,4,1,240,NA,37.73537,-122.44378,"2017-01-14 11:40:08.445356"
"35",6437264,33605598,"Entire home/apt",NA,"Noe Valley",163,4.5,6,2,225,NA,37.748502,-122.435591,"2017-01-14 11:35:51.118922"
"36",658588,3320853,"Entire home/apt",NA,"Twin Peaks",149,5,6,2,235,NA,37.756032,-122.446435,"2017-01-14 11:35:47.838105"
"37",3344631,15726799,"Entire home/apt",NA,"Mission",119,4.5,4,2,208,NA,37.751535,-122.417821,"2017-01-14 11:35:36.062343"
"38",488297,1261971,"Entire home/apt",NA,"Noe Valley",138,5,6,3,399,NA,37.756133,-122.440661,"2017-01-14 12:08:08.133418"
"39",7344289,1656069,"Entire home/apt",NA,"Inner Richmond",132,5,9,2,375,NA,37.781181,-122.466333,"2017-01-14 12:08:07.052148"
"40",10251,35199,"Entire home/apt",NA,"Mission",242,5,6,2,240,NA,37.758743,-122.413272,"2017-01-14 11:35:33.841894"
"41",783149,4111317,"Entire home/apt",NA,"Haight Ashbury",127,5,4,1,250,NA,37.767123,-122.448708,"2017-01-14 11:35:22.628278"
"42",752607,3958328,"Entire home/apt",NA,"Mission",164,5,6,3,299,NA,37.76411,-122.421587,"2017-01-14 11:34:46.333984"
"43",2244546,8048849,"Entire home/apt",NA,"Castro/Upper Market",130,5,4,2,300,NA,37.764867,-122.440682,"2017-01-14 11:34:40.943823"
"44",2771688,14168367,"Entire home/apt",NA,"Mission",125,4.5,4,2,208,NA,37.751353,-122.417659,"2017-01-14 11:34:39.384170"
"45",4571468,23672900,"Entire home/apt",NA,"Mission",107,5,2,0,235,NA,37.759723,-122.4235,"2017-01-14 11:34:31.153096"
"46",1279292,6961330,"Entire home/apt",NA,"Castro/Upper Market",130,5,2,1,250,NA,37.762901,-122.435514,"2017-01-14 11:32:49.390205"
"47",351821,559810,"Entire home/apt",NA,"Mission",103,4.5,4,2,272,NA,37.758697,-122.411078,"2017-01-14 11:32:49.363672"
"48",1999524,6794769,"Entire home/apt",NA,"Castro/Upper Market",148,5,6,2,269,NA,37.764124,-122.433754,"2017-01-14 11:32:40.998098"
"49",287967,961931,"Entire home/apt",NA,"Castro/Upper Market",131,5,2,1,225,NA,37.766721,-122.427899,"2017-01-14 11:39:18.527695"
"50",6181501,32062839,"Entire home/apt",NA,"South of Market",112,4.5,6,2,299,NA,37.784902,-122.395429,"2017-01-14 11:32:00.546351"
"51",56200,266101,"Entire home/apt",NA,"Western Addition",264,5,4,1,245,NA,37.786289,-122.439566,"2017-01-14 11:31:07.157343"
"52",4936887,3442905,"Entire home/apt",NA,"Western Addition",133,5,6,2,275,NA,37.786593,-122.442224,"2017-01-14 11:31:06.181951"
"53",2592518,13272223,"Entire home/apt",NA,"South of Market",105,5,5,2,230,NA,37.776687,-122.409271,"2017-01-14 11:34:00.251300"
"54",754117,3967658,"Entire home/apt",NA,"Haight Ashbury",103,5,6,1,285,NA,37.770464,-122.447715,"2017-01-14 11:30:24.660783"
"55",4566275,2496223,"Entire home/apt",NA,"Western Addition",120,4.5,4,2,300,NA,37.778516,-122.441088,"2017-01-14 11:30:24.654380"
"56",5202841,26914130,"Entire home/apt",NA,"Russian Hill",104,4.5,4,1,225,NA,37.802195,-122.421711,"2017-01-14 11:30:24.647909"
"57",201579,986510,"Entire home/apt",NA,"Western Addition",159,5,4,1,295,NA,37.777557,-122.433264,"2017-01-14 11:30:23.089138"
"58",1122014,6156130,"Entire home/apt",NA,"Western Addition",121,4.5,6,3,275,NA,37.771823,-122.430838,"2017-01-14 11:30:23.061686"
"59",3030931,12844312,"Entire home/apt",NA,"Nob Hill",122,5,2,0,250,NA,37.793208,-122.413007,"2017-01-14 11:30:21.809474"
"60",1815551,9509470,"Entire home/apt",NA,"Noe Valley",138,5,2,1,250,NA,37.750449,-122.427853,"2017-01-14 11:30:19.409173"
"61",4077186,1999732,"Entire home/apt",NA,"Inner Richmond",114,4.5,4,2,250,NA,37.776274,-122.458882,"2017-01-14 11:30:18.730027"
"62",1484792,5192660,"Entire home/apt",NA,"Downtown/Civic Center",125,5,2,1,250,NA,37.777946,-122.421777,"2017-01-14 11:30:18.725229"
"63",207980,1023546,"Entire home/apt",NA,"Noe Valley",197,5,8,3,295,NA,37.744459,-122.437757,"2017-01-14 11:30:18.709732"
"64",8844548,46316665,"Entire home/apt",NA,"Haight Ashbury",128,5,2,0,207,NA,37.771778,-122.44541,"2017-01-14 11:31:18.611911"
"65",1915079,3336568,"Entire home/apt",NA,"Castro/Upper Market",118,5,5,2,250,NA,37.762087,-122.433783,"2017-01-14 11:30:17.855080"
"66",2170688,9465457,"Entire home/apt",NA,"Noe Valley",138,5,4,0,225,NA,37.745609,-122.425622,"2017-01-14 11:30:17.838071"
"67",2628957,13466569,"Entire home/apt",NA,"Twin Peaks",154,5,4,2,225,NA,37.753889,-122.449697,"2017-01-14 11:30:17.830143"
"68",2074584,301914,"Entire home/apt",NA,"Mission",111,5,2,0,206,NA,37.760253,-122.416631,"2017-01-14 11:30:16.095422"
"69",1150867,6307640,"Entire home/apt",NA,"Castro/Upper Market",208,5,3,1,260,NA,37.768464,-122.438629,"2017-01-14 11:30:14.058785"
"70",756670,3983035,"Entire home/apt",NA,"Western Addition",115,4.5,4,2,265,NA,37.774577,-122.428925,"2017-01-14 11:30:14.040059"
"71",2361587,2821521,"Entire home/apt",NA,"Inner Richmond",147,4.5,6,2,275,NA,37.774676,-122.455413,"2017-01-14 11:30:12.410039"
"72",3138935,5391643,"Entire home/apt",NA,"Haight Ashbury",105,4,5,2,250,NA,37.774244,-122.45159,"2017-01-14 11:30:11.714704"
"73",1344752,417366,"Entire home/apt",NA,"Western Addition",103,4.5,6,3,269,NA,37.785581,-122.444136,"2017-01-14 11:30:11.104052"
"74",6092049,31615642,"Entire home/apt",NA,"Castro/Upper Market",122,5,2,0,248,NA,37.756076,-122.438011,"2017-01-14 11:30:09.249889"
"75",232492,1216300,"Entire home/apt",NA,"Nob Hill",131,5,4,1,259,NA,37.790649,-122.41828,"2017-01-14 11:30:09.241048"
"76",142177,656263,"Entire home/apt",NA,"Outer Richmond",145,5,4,2,275,NA,37.784706,-122.48125,"2017-01-14 11:30:09.227411"
"77",2430258,2670625,"Entire home/apt",NA,"Outer Sunset",111,4.5,6,3,195,NA,37.746485,-122.506014,"2017-01-14 11:27:45.571568"
"78",33578,145258,"Entire home/apt",NA,"Potrero Hill",418,5,2,1,200,NA,37.765256,-122.397305,"2017-01-14 11:23:58.638335"
"79",918341,145258,"Entire home/apt",NA,"Potrero Hill",296,5,2,1,200,NA,37.763699,-122.397355,"2017-01-14 11:23:33.844061"
"80",33577,145258,"Entire home/apt",NA,"Potrero Hill",471,5,2,1,200,NA,37.765146,-122.397501,"2017-01-14 11:23:32.101011"
"81",205842,145258,"Entire home/apt",NA,"Potrero Hill",466,5,2,1,200,NA,37.764874,-122.397627,"2017-01-14 11:23:30.133299"
"82",1525137,7390100,"Entire home/apt",NA,"Pacific Heights",126,5,3,1,210,NA,37.787788,-122.443928,"2017-01-14 11:30:27.034072"
"83",937842,2488180,"Entire home/apt",NA,"Mission",144,4.5,4,2,200,NA,37.759911,-122.410649,"2017-01-14 11:23:15.234531"
"84",727969,3729230,"Entire home/apt",NA,"Noe Valley",146,5,5,1,200,NA,37.75354,-122.433717,"2017-01-14 11:23:15.227642"
"85",1271318,2703731,"Entire home/apt",NA,"Castro/Upper Market",171,5,2,1,189,NA,37.757081,-122.434119,"2017-01-14 11:23:10.711305"
"86",4026354,20860681,"Entire home/apt",NA,"Parkside",114,4.5,4,2,189,NA,37.744742,-122.490847,"2017-01-14 11:23:06.896139"
"87",1433917,4819815,"Entire home/apt",NA,"Castro/Upper Market",115,5,3,1,195,NA,37.758668,-122.434541,"2017-01-14 11:23:05.852883"
"88",1669283,8839111,"Entire home/apt",NA,"Russian Hill",127,4.5,4,2,185,NA,37.798026,-122.411509,"2017-01-14 11:22:58.230051"
"89",465723,305557,"Entire home/apt",NA,"Parkside",281,5,3,1,150,NA,37.738533,-122.471659,"2017-01-14 11:13:12.924385"
"90",4013746,93238,"Entire home/apt",NA,"Outer Sunset",128,5,4,0,145,NA,37.750854,-122.478961,"2017-01-14 11:13:10.144996"
"91",3258040,16476425,"Entire home/apt",NA,"Twin Peaks",137,5,4,2,200,NA,37.758221,-122.450897,"2017-01-14 11:27:22.252240"
"92",488359,2416427,"Entire home/apt",NA,"Castro/Upper Market",138,5,2,1,185,NA,37.762142,-122.431482,"2017-01-14 11:24:03.323598"
"93",61333,296704,"Entire home/apt",NA,"South of Market",148,4.5,3,1,200,NA,37.772638,-122.421112,"2017-01-14 11:24:03.315869"
"94",394575,1190192,"Entire home/apt",NA,"Bernal Heights",241,5,4,0,149,NA,37.742481,-122.410688,"2017-01-14 11:11:35.210084"
"95",59344,284917,"Entire home/apt",NA,"Noe Valley",178,5,2,1,145,NA,37.745655,-122.428644,"2017-01-14 11:11:32.858309"
"96",4710280,3694427,"Entire home/apt",NA,"Bernal Heights",107,5,2,1,165,NA,37.743254,-122.416393,"2017-01-14 11:11:24.911288"
"97",1246891,6794769,"Entire home/apt",NA,"Castro/Upper Market",104,5,2,1,179,NA,37.76393,-122.435022,"2017-01-14 11:11:14.960426"
"98",3793831,19205444,"Entire home/apt",NA,"Castro/Upper Market",101,5,3,1,155,NA,37.765123,-122.4268,"2017-01-14 11:11:13.439884"
"99",5033949,10934623,"Entire home/apt",NA,"Haight Ashbury",102,4.5,7,3,150,NA,37.771249,-122.444696,"2017-01-14 11:10:54.721106"
"100",779973,3752142,"Entire home/apt",NA,"Financial District",146,4.5,2,1,179,NA,37.785031,-122.401005,"2017-01-14 11:08:58.479408"
"101",3506164,46,"Entire home/apt",NA,"Noe Valley",177,5,2,1,175,NA,37.751263,-122.42606,"2017-01-14 11:08:45.400920"
"102",6331695,14063841,"Entire home/apt",NA,"Noe Valley",134,5,3,1,170,NA,37.742069,-122.430685,"2017-01-14 11:08:42.892904"
"103",5446565,10618159,"Entire home/apt",NA,"Mission",107,4.5,6,1,180,NA,37.769998,-122.419841,"2017-01-14 11:08:35.607267"
"104",2253836,2202343,"Entire home/apt",NA,"Nob Hill",112,5,2,0,197,NA,37.791835,-122.419052,"2017-01-14 11:22:43.196156"
"105",288213,1498483,"Entire home/apt",NA,"Potrero Hill",101,5,2,1,190,NA,37.759713,-122.388333,"2017-01-14 11:22:43.168346"
"106",5548977,6076870,"Entire home/apt",NA,"Outer Richmond",117,5,6,0,195,NA,37.780934,-122.494251,"2017-01-14 11:22:39.891999"
"107",1660173,8797452,"Entire home/apt",NA,"Mission",167,4,4,1,195,NA,37.75212,-122.414439,"2017-01-14 11:22:39.052669"
"108",1197716,1446786,"Entire home/apt",NA,"Inner Sunset",167,5,2,1,189,NA,37.763871,-122.460879,"2017-01-14 11:22:38.365048"
"109",297897,1535770,"Entire home/apt",NA,"Outer Sunset",119,5,6,2,199,NA,37.75737,-122.506194,"2017-01-14 11:22:38.362342"
"110",4959980,25419840,"Entire home/apt",NA,"Outer Sunset",133,4.5,5,2,194,NA,37.756128,-122.484558,"2017-01-14 11:22:38.357594"
"111",487499,1682183,"Entire home/apt",NA,"Mission",160,5,2,1,195,NA,37.760986,-122.42183,"2017-01-14 11:22:37.477264"
"112",348714,78610,"Entire home/apt",NA,"Haight Ashbury",229,5,4,1,190,NA,37.773065,-122.442933,"2017-01-14 11:22:36.670429"
"113",1412609,7615343,"Entire home/apt",NA,"Parkside",156,5,4,1,150,NA,37.73933,-122.471638,"2017-01-14 11:16:03.407793"
"114",1984709,10240163,"Entire home/apt",NA,"Outer Sunset",239,5,2,1,155,NA,37.762609,-122.501462,"2017-01-14 11:15:52.444769"
"115",1995316,10284322,"Entire home/apt",NA,"Bernal Heights",134,5,2,1,160,NA,37.746198,-122.411947,"2017-01-14 11:08:34.710806"
"116",4614763,75978,"Entire home/apt",NA,"Mission",169,5,4,1,150,NA,37.753007,-122.40405,"2017-01-14 11:08:31.928542"
"117",166199,792371,"Entire home/apt",NA,"Castro/Upper Market",110,5,4,1,175,NA,37.761936,-122.432392,"2017-01-14 11:08:25.120984"
"118",162934,778281,"Entire home/apt",NA,"Outer Richmond",113,4.5,2,1,149,NA,37.777606,-122.503784,"2017-01-14 11:08:20.070413"
"119",1264260,6883003,"Entire home/apt",NA,"Marina",102,4.5,4,1,172,NA,37.801954,-122.42973,"2017-01-14 11:08:04.011795"
"120",699195,3413780,"Entire home/apt",NA,"Marina",127,5,3,1,150,NA,37.804331,-122.434688,"2017-01-14 11:08:03.395582"
"121",7478631,38787416,"Entire home/apt",NA,"Haight Ashbury",106,5,5,0,145,NA,37.762105,-122.452017,"2017-01-14 11:07:56.140110"
"122",581216,2860364,"Entire home/apt",NA,"Marina",176,4.5,5,3,195,NA,37.801718,-122.435013,"2017-01-14 11:22:52.667182"
"123",980783,5371124,"Entire home/apt",NA,"Potrero Hill",127,5,2,1,190,NA,37.764602,-122.404146,"2017-01-14 11:22:48.959626"
"124",1462428,6203265,"Entire home/apt",NA,"Castro/Upper Market",113,4.5,4,1,199,NA,37.768534,-122.431834,"2017-01-14 11:22:48.234718"
"125",1543266,3399839,"Entire home/apt",NA,"Mission",174,5,4,2,195,NA,37.74993,-122.406552,"2017-01-14 11:22:45.833572"
"126",472901,1793063,"Entire home/apt",NA,"South of Market",172,5,2,0,197,NA,37.772965,-122.403015,"2017-01-14 11:22:44.844807"
"127",1343385,4991006,"Entire home/apt",NA,"Western Addition",102,5,2,1,185,NA,37.785816,-122.444091,"2017-01-14 11:22:44.816980"
"128",2736358,8638224,"Entire home/apt",NA,"Haight Ashbury",149,5,3,1,185,NA,37.767465,-122.444827,"2017-01-14 11:22:44.099648"
"129",2479366,4139123,"Entire home/apt",NA,"Castro/Upper Market",170,5,4,1,160,NA,37.762127,-122.440066,"2017-01-14 11:10:30.779609"
"130",515430,2538784,"Entire home/apt",NA,"Noe Valley",189,5,3,1,179,NA,37.744407,-122.428259,"2017-01-14 11:09:38.022032"
"131",1336450,5102955,"Entire home/apt",NA,"Bernal Heights",147,5,4,2,180,NA,37.74592,-122.419971,"2017-01-14 11:09:33.928758"
"132",840986,1666770,"Entire home/apt",NA,"Bernal Heights",123,5,2,1,145,NA,37.746409,-122.411628,"2017-01-14 11:09:32.125031"
"133",57561,272890,"Entire home/apt",NA,"Bernal Heights",163,4.5,2,1,175,NA,37.747203,-122.41443,"2017-01-14 11:09:28.892711"
"134",1855096,9011470,"Entire home/apt",NA,"Potrero Hill",150,5,4,1,180,NA,37.764579,-122.393354,"2017-01-14 11:09:28.875792"
"135",9225,29674,"Entire home/apt",NA,"Potrero Hill",319,4.5,2,1,150,NA,37.762589,-122.405431,"2017-01-14 11:09:25.820262"
"136",1281167,6346492,"Entire home/apt",NA,"Downtown/Civic Center",161,5,4,0,180,NA,37.787294,-122.409437,"2017-01-14 11:09:06.569624"
"137",450551,2237254,"Entire home/apt",NA,"Marina",141,4.5,2,1,150,NA,37.800623,-122.428658,"2017-01-14 11:09:00.631646"
"138",4069838,6782071,"Entire home/apt",NA,"Outer Mission",212,5,4,2,150,NA,37.726708,-122.435376,"2017-01-14 11:07:55.246894"
"139",2049955,58930,"Entire home/apt",NA,"Inner Richmond",102,5,5,1,175,NA,37.774954,-122.461809,"2017-01-14 11:07:55.238630"
"140",63247,290120,"Entire home/apt",NA,"Mission",203,4.5,2,1,149,NA,37.749258,-122.413975,"2017-01-14 11:07:54.145283"
"141",208831,1028577,"Entire home/apt",NA,"Russian Hill",314,5,2,1,144,NA,37.802421,-122.414402,"2017-01-14 11:07:54.126716"
"142",3759368,17120264,"Entire home/apt",NA,"Castro/Upper Market",149,5,3,0,165,NA,37.766103,-122.435198,"2017-01-14 11:07:52.794798"
"143",1919372,7361314,"Entire home/apt",NA,"Haight Ashbury",182,5,2,0,175,NA,37.7757,-122.438472,"2017-01-14 11:07:51.872686"
"144",178740,791253,"Entire home/apt",NA,"Inner Richmond",105,5,2,1,178,NA,37.77818,-122.454203,"2017-01-14 11:07:51.853926"
"145",4782281,77658,"Entire home/apt",NA,"Castro/Upper Market",104,4.5,4,2,180,NA,37.760316,-122.428858,"2017-01-14 11:07:49.520557"
"146",1113230,3978747,"Entire home/apt",NA,"Castro/Upper Market",120,5,4,1,175,NA,37.762627,-122.427315,"2017-01-14 11:07:49.509480"
"147",1578597,8390846,"Entire home/apt",NA,"Potrero Hill",242,5,2,0,169,NA,37.758577,-122.401522,"2017-01-14 11:07:49.493274"
"148",1831361,9578072,"Entire home/apt",NA,"Mission",130,5,2,0,155,NA,37.769255,-122.424218,"2017-01-14 11:07:49.485575"
"149",3720392,5020218,"Entire home/apt",NA,"Inner Sunset",101,5,2,1,141,NA,37.760991,-122.46521,"2017-01-14 11:07:48.573491"
"150",5589530,20545698,"Entire home/apt",NA,"Mission",116,5,3,0,170,NA,37.759899,-122.40781,"2017-01-14 11:07:48.555236"
"151",23630,93257,"Entire home/apt",NA,"Castro/Upper Market",250,5,2,1,165,NA,37.75963,-122.441432,"2017-01-14 11:07:47.735838"
"152",1337098,875149,"Entire home/apt",NA,"Outer Sunset",122,4.5,4,1,159,NA,37.761497,-122.503735,"2017-01-14 11:07:47.715406"
"153",4297539,7281723,"Entire home/apt",NA,"Mission",110,5,3,0,165,NA,37.756491,-122.418516,"2017-01-14 11:07:47.704593"
"154",238204,1248132,"Entire home/apt",NA,"Parkside",122,4.5,4,1,155,NA,37.741739,-122.504347,"2017-01-14 11:07:46.527693"
"155",878935,4645827,"Entire home/apt",NA,"Inner Sunset",145,5,4,2,177,NA,37.764645,-122.467802,"2017-01-14 11:07:46.515973"
"156",3780418,16440881,"Entire home/apt",NA,"South of Market",165,5,2,0,165,NA,37.775765,-122.415492,"2017-01-14 11:07:46.512899"
"157",2628247,7960314,"Entire home/apt",NA,"Presidio Heights",189,4.5,2,1,180,NA,37.78512,-122.448633,"2017-01-14 11:07:46.510757"
"158",713877,3675617,"Entire home/apt",NA,"Inner Sunset",296,4.5,5,1,145,NA,37.763695,-122.453037,"2017-01-14 11:07:46.507848"
"159",5091663,5603061,"Entire home/apt",NA,"Castro/Upper Market",151,4.5,2,1,150,NA,37.7586,-122.431182,"2017-01-14 11:07:45.539782"
"160",284117,1479905,"Entire home/apt",NA,"Noe Valley",131,4.5,2,1,130,NA,37.74334,-122.429316,"2017-01-14 11:06:06.500019"
"161",680288,3463569,"Entire home/apt",NA,"Mission",166,5,2,1,140,NA,37.75192,-122.413651,"2017-01-14 11:06:00.775780"
"162",479072,210275,"Entire home/apt",NA,"Castro/Upper Market",105,4.5,2,0,129,NA,37.757556,-122.436397,"2017-01-14 11:05:57.758356"
"163",1370128,4510183,"Entire home/apt",NA,"Western Addition",137,4.5,2,1,121,NA,37.775322,-122.426677,"2017-01-14 11:05:46.639192"
"164",3238142,10512083,"Entire home/apt",NA,"Mission",134,4.5,4,2,137,NA,37.755237,-122.421909,"2017-01-14 11:05:44.796136"
"166",102507,401524,"Entire home/apt",NA,"Mission",102,4.5,4,1,125,NA,37.750309,-122.419023,"2017-01-14 11:05:41.822249"
"167",4365969,22662933,"Entire home/apt",NA,"Bernal Heights",114,5,3,0,124,NA,37.733552,-122.430999,"2017-01-14 11:05:38.465078"
"168",3578499,10453773,"Entire home/apt",NA,"Bernal Heights",157,5,2,1,129,NA,37.738397,-122.414988,"2017-01-14 11:05:36.412223"
"169",77175,395569,"Entire home/apt",NA,"Glen Park",183,5,2,1,135,NA,37.738382,-122.433752,"2017-01-14 11:05:35.126372"
"170",2119773,2501567,"Entire home/apt",NA,"Ocean View",155,5,4,2,130,NA,37.718469,-122.451813,"2017-01-14 11:05:34.549622"
"171",4287481,357468,"Entire home/apt",NA,"Outer Sunset",131,4.5,4,1,140,NA,37.762953,-122.483243,"2017-01-14 11:05:34.541167"
"172",1356240,555223,"Entire home/apt",NA,"Mission",121,4.5,3,1,120,NA,37.752068,-122.412342,"2017-01-14 11:05:33.187679"
"173",2274353,11611747,"Entire home/apt",NA,"Outer Mission",128,4.5,4,2,137,NA,37.726847,-122.437393,"2017-01-14 11:05:22.431240"
"174",4607177,23871959,"Entire home/apt",NA,"North Beach",110,5,2,0,125,NA,37.80154,-122.40481,"2017-01-14 11:05:20.439364"
"175",1841832,3192044,"Entire home/apt",NA,"Nob Hill",149,4.5,2,0,129,NA,37.794929,-122.415176,"2017-01-14 11:05:20.408424"
"176",2272556,7019376,"Entire home/apt",NA,"Potrero Hill",126,5,2,1,140,NA,37.758384,-122.401442,"2017-01-14 11:05:19.378399"
"177",910338,4883363,"Entire home/apt",NA,"Downtown/Civic Center",183,4.5,2,1,136,NA,37.787155,-122.411901,"2017-01-14 11:05:19.373776"
"178",4663060,10924383,"Entire home/apt",NA,"Noe Valley",126,4.5,4,1,140,NA,37.744713,-122.431336,"2017-01-14 11:05:18.651651"
"179",773370,4080873,"Entire home/apt",NA,"Parkside",154,5,6,2,139,NA,37.744181,-122.477319,"2017-01-14 11:05:18.626234"
"180",1094481,5424774,"Entire home/apt",NA,"Bernal Heights",135,5,3,1,125,NA,37.738727,-122.416983,"2017-01-14 11:05:18.024008"
"181",6423158,33511564,"Entire home/apt",NA,"West of Twin Peaks",122,5,3,0,122,NA,37.731303,-122.46152,"2017-01-14 11:05:16.718558"
"182",5641815,29239000,"Entire home/apt",NA,"Castro/Upper Market",124,4.5,2,0,125,NA,37.758754,-122.433639,"2017-01-14 11:05:16.096104"
"183",490215,2283942,"Entire home/apt",NA,"Russian Hill",270,5,2,1,129,NA,37.79883,-122.410453,"2017-01-14 11:05:16.090848"
"184",4615244,16277562,"Entire home/apt",NA,"Ocean View",135,5,4,2,124,NA,37.708629,-122.461254,"2017-01-14 11:05:16.087728"
"185",3030653,15436573,"Entire home/apt",NA,"Mission",202,4.5,2,1,140,NA,37.767096,-122.424149,"2017-01-14 11:05:16.074936"
"186",2395993,303169,"Entire home/apt",NA,"Castro/Upper Market",148,5,3,1,169,NA,37.757548,-122.442713,"2017-01-14 11:07:44.667782"
"187",277339,1448282,"Entire home/apt",NA,"Outer Mission",229,5,3,1,150,NA,37.726814,-122.434191,"2017-01-14 11:07:44.657753"
"188",1255826,6760803,"Entire home/apt",NA,"Western Addition",154,5,2,1,155,NA,37.770487,-122.428687,"2017-01-14 11:07:44.634323"
"189",1277771,6954280,"Entire home/apt",NA,"Inner Richmond",242,4.5,6,2,180,NA,37.785236,-122.476276,"2017-01-14 11:07:44.608793"
"190",1407881,1467308,"Entire home/apt",NA,"Castro/Upper Market",165,5,2,0,160,NA,37.763613,-122.430629,"2017-01-14 11:07:43.340417"
"191",1053945,5803665,"Entire home/apt",NA,"Haight Ashbury",120,4.5,2,1,150,NA,37.770601,-122.450745,"2017-01-14 11:07:42.650756"
"192",2356531,5101368,"Entire home/apt",NA,"Nob Hill",183,4.5,3,0,169,NA,37.791,-122.418702,"2017-01-14 11:07:41.512279"
